SAR,VIS
58367,2
58368,0
58368,1
58368,2
58369,0
58369,1
58370,0
58370,1
58371,0
58372,0
58395,2
58396,2
58397,1
58397,2
58398,1
58398,2
58399,0
58399,1
58399,2
58400,0
58400,1
58400,2
58401,0
58401,1
58402,0
58402,1
58403,0
58403,1
58404,0
58404,1
58405,0
58405,1
58405,2
58406,0
58406,1
58406,2
58407,0
58407,1
58407,2
58408,0
58408,1
58408,2
58409,0
58409,1
58410,0
58410,1
58411,0
58411,2
58412,0
58412,2
58413,1
58413,2
58414,0
58414,1
58414,2
58415,0
58415,1
58415,2
58416,0
58416,1
58416,2
58417,0
58417,1
58418,0
58418,1
58419,0
58420,0
58421,2
58422,2
58423,1
58424,0
58424,2
58425,1
58425,2
58426,1
58426,2
58427,0
58427,1
58428,0
58428,1
58429,0
58430,0
58431,2
58432,2
58433,1
58433,2
58434,0
58434,1
58435,0
58435,2
58436,0
58436,2
58437,1
58438,1
58439,0
58440,0
58453,2
58454,1
58455,0
58467,2
58468,1
58469,0
58470,0
58503,2
58504,2
58505,1
58505,2
58506,1
58506,2
58507,0
58507,1
58507,2
58508,0
58508,1
58509,0
58510,0
58522,2
58523,2
58524,1
58524,2
58525,1
58525,2
58526,0
58526,1
58526,2
58527,0
58527,1
58528,0
58528,2
58529,0
58529,2
58530,1
58531,1
58532,0
58532,2
58533,0
58533,2
58534,1
58535,1
58536,0
58549,2
58550,2
58551,1
58552,1
58553,0
58554,0
58577,2
58578,1
58579,0
58589,2
58590,1
58591,0
58592,2
58593,1
58594,0
58594,2
58595,0
58598,2
58599,0
58605,2
58606,1
58606,2
58607,0
58607,1
58608,0
58608,2
58609,0
58609,1
58609,2
58610,0
58610,1
58611,0
58611,2
58612,1
58612,2
58613,0
58613,1
58614,0
58614,2
58615,0
58615,2
58616,1
58617,0
58617,2
58618,1
58619,1
58620,0
58622,2
58623,1
58624,0
58627,2
58628,1
58652,2
58653,1
58653,2
58654,1
58654,2
58655,0
58655,1
58655,2
58656,0
58656,1
58656,2
58657,0
58657,1
58658,0
58658,1
58659,0
58660,0
58682,2
58683,1
58683,2
58684,1
58684,2
58685,0
58685,1
58686,0
58686,1
58687,0
58687,2
58688,0
58688,2
58689,1
58690,1
58691,0
58691,1
58692,0
58692,1
58693,0
58693,1
58693,2
58694,0
58694,1
58694,2
58695,0
58695,1
58695,2
58696,0
58696,1
58696,2
58697,0
58697,1
58697,2
58698,0
58698,1
58698,2
58699,0
58699,1
58699,2
58700,0
58700,1
58700,2
58701,0
58701,1
58701,2
58702,0
58702,1
58702,2
58703,0
58703,1
58703,2
58704,0
58704,1
58704,2
58705,0
58705,1
58706,0
58706,1
58707,0
58708,0
58709,2
58710,2
58711,1
58711,2
58712,0
58712,1
58712,2
58713,0
58713,1
58713,2
58714,0
58714,1
58714,2
58715,0
58715,1
58716,0
58716,1
58717,0
58718,0
58723,2
58724,2
58725,1
58726,1
58727,0
58728,0
58741,2
58742,1
58743,0
58743,2
58744,1
58745,0
58786,2
58787,1
58788,1
58789,0
58790,0
58793,2
58794,2
58795,1
58795,2
58796,0
58796,1
58797,0
58798,0
58810,2
58811,2
58812,1
58812,2
58813,1
58813,2
58814,0
58814,1
58814,2
58815,0
58815,1
58815,2
58816,0
58816,1
58816,2
58817,0
58817,1
58817,2
58818,0
58818,1
58819,0
58819,1
58820,0
58820,2
58821,0
58821,2
58822,1
58823,1
58824,0
58837,2
58838,2
58839,1
58840,1
58841,0
58842,0
58873,2
58877,2
58878,1
58879,0
58886,2
58887,0
58887,2
58888,1
58889,0
58897,1
58897,2
58898,0
58898,1
58899,0
58899,2
58900,1
58900,2
58901,0
58901,1
58902,0
58902,2
58903,0
58903,2
58904,1
58905,0
58905,2
58906,1
58907,1
58908,0
58921,2
58922,1
58940,2
58941,1
58941,2
58942,1
58942,2
58943,0
58943,1
58944,0
58944,1
58945,0
58946,0
58951,2
58952,2
58953,1
58954,1
58955,0
58956,0
58971,2
58972,2
58973,1
58974,1
58975,0
58975,2
58976,0
58976,2
58977,1
58978,1
58979,0
58979,1
58980,0
58980,1
58981,0
58981,1
58981,2
58982,0
58982,1
58982,2
58983,0
58983,1
58983,2
58984,0
58984,1
58984,2
58985,0
58985,1
58985,2
58986,0
58986,1
58986,2
58987,0
58987,1
58987,2
58988,0
58988,1
58988,2
58989,0
58989,1
58989,2
58990,0
58990,1
58990,2
58991,0
58991,1
58991,2
58992,0
58992,1
58992,2
58993,0
58993,1
58994,0
58994,1
58995,0
58996,0
58997,2
58998,2
58999,1
58999,2
59000,0
59000,1
59000,2
59001,0
59001,1
59001,2
59002,0
59002,1
59002,2
59003,0
59003,1
59004,0
59004,1
59005,0
59006,0
59010,2
59011,1
59011,2
59012,1
59012,2
59013,0
59013,1
59014,0
59014,1
59015,0
59016,0
59030,2
59031,1
59031,2
59032,0
59032,1
59033,0
59037,2
59038,2
59039,1
59040,1
59041,0
59042,0
59074,2
59075,1
59076,1
59077,0
59078,0
59079,2
59080,2
59081,1
59081,2
59082,1
59082,2
59083,0
59083,1
59083,2
59084,0
59084,1
59085,0
59086,0
59095,1
59096,1
59097,1
59098,0
59098,2
59099,0
59099,2
59100,1
59100,2
59101,1
59101,2
59102,0
59102,1
59102,2
59103,0
59103,1
59103,2
59104,0
59104,1
59104,2
59105,0
59105,1
59105,2
59106,0
59106,1
59107,0
59107,1
59108,0
59108,2
59109,0
59109,2
59110,1
59111,1
59112,0
59125,2
59126,2
59127,1
59128,1
59129,0
59130,0
59148,2
59149,2
59174,2
59175,0
59175,2
59176,1
59177,0
59185,1
59185,2
59186,0
59186,1
59186,2
59187,0
59187,1
59187,2
59188,0
59188,1
59188,2
59189,0
59189,1
59190,0
59190,2
59191,0
59191,2
59192,1
59193,0
59193,2
59194,1
59203,2
59204,1
59228,2
59229,1
59229,2
59230,1
59230,2
59231,0
59231,1
59232,0
59232,1
59233,0
59234,0
59239,2
59240,2
59241,1
59242,1
59243,0
59244,0
59259,2
59260,2
59261,1
59262,1
59263,0
59263,2
59264,0
59264,2
59265,1
59266,1
59267,0
59267,1
59268,0
59268,1
59269,0
59269,1
59269,2
59270,0
59270,1
59270,2
59271,0
59271,1
59271,2
59272,0
59272,1
59272,2
59273,0
59273,1
59274,0
59274,1
59275,0
59275,2
59276,0
59276,2
59277,1
59277,2
59278,0
59278,1
59278,2
59279,0
59279,1
59279,2
59280,0
59280,1
59280,2
59281,0
59281,1
59282,0
59282,1
59283,0
59284,0
59288,2
59289,1
59289,2
59290,1
59290,2
59291,0
59291,1
59292,0
59292,1
59293,0
59294,0
59295,2
59296,2
59297,1
59297,2
59298,0
59298,1
59299,0
59299,2
59300,0
59300,2
59301,1
59302,1
59303,0
59304,0
59318,2
59319,1
59320,0
59369,2
59370,2
59371,1
59372,0
59386,2
59387,2
59388,1
59388,2
59389,1
59389,2
59390,0
59390,1
59390,2
59391,0
59391,1
59391,2
59392,0
59392,1
59392,2
59393,0
59393,1
59393,2
59394,0
59394,1
59395,0
59395,1
59396,0
59396,2
59397,0
59397,2
59398,1
59399,1
59400,0
59413,2
59414,2
59415,1
59416,1
59417,0
59418,0
59436,2
59437,2
59453,2
59454,1
59455,0
59473,1
59473,2
59474,0
59474,1
59475,0
59475,2
59476,1
59476,2
59477,0
59477,1
59478,0
59478,2
59479,0
59481,2
59482,1
59491,2
59492,1
59517,2
59518,2
59519,1
59520,1
59521,0
59522,0
59527,2
59528,2
59529,1
59530,1
59531,0
59532,0
59547,2
59548,2
59549,1
59550,1
59551,0
59551,2
59552,0
59552,2
59553,1
59554,1
59555,0
59555,1
59556,0
59556,1
59557,0
59557,1
59557,2
59558,0
59558,1
59558,2
59559,0
59559,1
59559,2
59560,0
59560,1
59560,2
59561,0
59561,1
59561,2
59562,0
59562,1
59562,2
59563,0
59563,1
59563,2
59564,0
59564,1
59564,2
59565,0
59565,1
59565,2
59566,0
59566,1
59566,2
59567,0
59567,1
59567,2
59568,0
59568,1
59568,2
59569,0
59569,1
59570,0
59570,1
59571,0
59572,0
59575,2
59576,1
59576,2
59577,0
59577,1
59577,2
59578,0
59578,1
59578,2
59579,0
59579,1
59580,0
59580,1
59581,0
59582,0
59583,2
59584,2
59585,1
59586,0
59586,2
59587,1
59587,2
59588,1
59588,2
59589,0
59589,1
59590,0
59590,1
59591,0
59592,0
59606,2
59607,1
59608,0
59657,2
59658,2
59659,1
59659,2
59660,0
59660,1
59661,0
59662,0
59674,2
59675,2
59676,1
59676,2
59677,1
59677,2
59678,0
59678,1
59678,2
59679,0
59679,1
59679,2
59680,0
59680,1
59680,2
59681,0
59681,1
59681,2
59682,0
59682,1
59683,0
59683,1
59684,0
59684,2
59685,0
59685,2
59686,1
59687,1
59688,0
59701,2
59702,2
59703,1
59704,1
59705,0
59706,0
59711,2
59712,1
59713,1
59714,0
59715,0
59743,2
59744,1
59745,0
59746,2
59747,0
59752,2
59753,1
59754,0
59761,1
59761,2
59762,0
59762,1
59763,0
59763,2
59764,1
59764,2
59765,0
59765,1
59766,0
59766,2
59767,0
59767,2
59768,1
59769,0
59771,1
59772,0
59805,2
59806,2
59807,1
59808,1
59809,0
59810,0
59815,2
59816,2
59817,1
59818,1
59819,0
59820,0
59821,2
59822,2
59823,1
59824,0
59835,2
59836,2
59837,1
59838,1
59839,0
59840,0
59844,1
59845,1
59845,2
59846,1
59846,2
59847,0
59847,1
59847,2
59848,0
59848,1
59848,2
59849,0
59849,1
59849,2
59850,0
59850,1
59850,2
59851,0
59851,1
59851,2
59852,0
59852,1
59852,2
59853,0
59853,1
59853,2
59854,0
59854,1
59854,2
59855,0
59855,1
59855,2
59856,0
59856,1
59856,2
59857,0
59857,1
59858,0
59858,1
59859,0
59860,0
59863,2
59864,1
59864,2
59865,0
59865,1
59866,0
59866,1
59867,0
59868,0
59871,2
59872,2
59873,1
59873,2
59874,0
59874,1
59875,0
59875,2
59876,0
59876,2
59877,1
59878,1
59879,0
59880,0
59945,2
59946,2
59947,1
59947,2
59948,0
59948,1
59949,0
59950,0
59959,1
59960,1
59961,1
59962,0
59962,2
59963,0
59963,2
59964,1
59964,2
59965,1
59965,2
59966,0
59966,1
59966,2
59967,0
59967,1
59967,2
59968,0
59968,1
59968,2
59969,0
59969,1
59969,2
59970,0
59970,1
59971,0
59971,1
59972,0
59972,2
59973,0
59973,2
59974,1
59975,1
59976,0
60029,2
60030,1
60031,0
60031,2
60032,1
60033,0
60034,2
60035,0
60043,2
60044,1
60049,1
60049,2
60050,0
60050,1
60051,0
60051,2
60052,1
60052,2
60053,0
60053,1
60054,0
60054,2
60055,0
60055,2
60056,1
60057,0
60057,2
60058,1
60059,1
60060,0
60060,2
60061,1
60062,0
60085,1
60086,0
60093,2
60094,2
60095,1
60096,1
60097,0
60098,0
60103,2
60104,2
60105,1
60106,1
60107,0
60108,0
60123,2
60124,2
60125,1
60125,2
60126,1
60126,2
60127,0
60127,1
60128,0
60128,1
60129,0
60130,0
60131,1
60132,0
60132,1
60133,0
60133,1
60133,2
60134,0
60134,1
60134,2
60135,0
60135,1
60135,2
60136,0
60136,1
60136,2
60137,0
60137,1
60137,2
60138,0
60138,1
60138,2
60139,0
60139,1
60139,2
60140,0
60140,1
60140,2
60141,0
60141,1
60141,2
60142,0
60142,1
60142,2
60143,0
60143,1
60143,2
60144,0
60144,1
60144,2
60145,0
60145,1
60146,0
60146,1
60147,0
60148,0
60151,2
60152,1
60152,2
60153,0
60153,1
60153,2
60154,0
60154,1
60154,2
60155,0
60155,1
60156,0
60156,1
60157,0
60158,0
60159,2
60160,2
60161,1
60162,0
60163,2
60164,2
60165,1
60166,1
60167,0
60168,0
60233,2
60234,2
60235,1
60235,2
60236,0
60236,1
60237,0
60238,0
60247,1
60248,1
60249,1
60250,0
60251,0
60252,2
60253,2
60254,1
60254,2
60255,0
60255,1
60255,2
60256,0
60256,1
60256,2
60257,0
60257,1
60257,2
60258,0
60258,1
60259,0
60259,1
60260,0
60260,2
60261,0
60261,2
60262,1
60263,1
60264,0
60264,2
60265,1
60266,0
60267,0
60288,2
60289,2
60290,1
60291,1
60292,0
60293,2
60294,1
60295,1
60296,0
60297,0
60317,2
60318,1
60319,0
60322,2
60323,0
60337,1
60338,0
60339,2
60340,1
60340,2
60341,0
60341,1
60342,0
60342,2
60343,0
60343,2
60344,1
60345,0
60345,2
60346,1
60347,1
60348,0
60381,2
60382,2
60383,1
60384,1
60385,0
60386,0
60411,2
60412,2
60413,1
60413,2
60414,1
60414,2
60415,0
60415,1
60416,0
60416,1
60417,0
60418,0
60420,1
60421,1
60421,2
60422,1
60422,2
60423,0
60423,1
60423,2
60424,0
60424,1
60424,2
60425,0
60425,1
60425,2
60426,0
60426,1
60426,2
60427,0
60427,1
60427,2
60428,0
60428,1
60428,2
60429,0
60429,1
60429,2
60430,0
60430,1
60430,2
60431,0
60431,1
60431,2
60432,0
60432,1
60432,2
60433,0
60433,1
60434,0
60434,1
60435,0
60436,0
60439,2
60440,1
60440,2
60441,0
60441,1
60441,2
60442,0
60442,1
60442,2
60443,0
60443,1
60444,0
60444,1
60445,0
60446,0
60449,2
60450,1
60451,0
60452,0
60469,2
60470,1
60471,0
60540,2
60541,2
60542,1
60542,2
60543,0
60543,1
60543,2
60544,0
60544,1
60544,2
60545,0
60545,1
60545,2
60546,0
60546,1
60547,0
60547,1
60548,0
60548,2
60549,0
60549,2
60550,1
60551,1
60552,0
60625,1
60625,2
60626,0
60626,1
60627,0
60627,2
60628,1
60628,2
60629,0
60629,1
60630,0
60630,2
60631,0
60631,2
60632,1
60633,0
60633,2
60634,1
60635,1
60635,2
60636,0
60636,1
60637,0
60661,2
60662,1
60663,0
60664,0
60669,2
60670,2
60671,1
60672,1
60673,0
60674,0
60699,2
60700,2
60701,1
60701,2
60702,1
60702,2
60703,0
60703,1
60704,0
60704,1
60705,0
60706,0
60708,1
60709,1
60709,2
60710,1
60710,2
60711,0
60711,1
60711,2
60712,0
60712,1
60712,2
60713,0
60713,1
60713,2
60714,0
60714,1
60714,2
60715,0
60715,1
60715,2
60716,0
60716,1
60716,2
60717,0
60717,1
60717,2
60718,0
60718,1
60718,2
60719,0
60719,1
60719,2
60720,0
60720,1
60720,2
60721,0
60721,1
60722,0
60722,1
60723,0
60724,0
60727,2
60728,1
60728,2
60729,0
60729,1
60730,0
60730,1
60731,0
60732,0
60757,2
60758,1
60759,0
60789,2
60790,2
60791,1
60792,0
60811,2
60812,1
60813,0
60814,0
60828,2
60829,2
60830,1
60830,2
60831,0
60831,1
60831,2
60832,0
60832,1
60832,2
60833,0
60833,1
60833,2
60834,0
60834,1
60835,0
60835,1
60836,0
60836,2
60837,0
60837,2
60838,1
60839,1
60840,0
60853,2
60854,2
60855,1
60856,1
60857,0
60858,0
60868,2
60869,1
60870,0
60871,0
60898,2
60899,0
60913,1
60914,0
60915,2
60916,1
60916,2
60917,0
60917,1
60918,0
60918,2
60919,0
60919,2
60920,1
60921,0
60921,2
60922,1
60925,2
60926,1
60927,0
60939,1
60940,0
60949,2
60950,1
60951,0
60952,0
60957,2
60958,2
60959,1
60960,1
60961,0
60962,0
60987,2
60988,2
60989,1
60989,2
60990,1
60990,2
60991,0
60991,1
60992,0
60992,1
60993,0
60994,0
60996,1
60997,1
60997,2
60998,1
60998,2
60999,0
60999,1
60999,2
61000,0
61000,1
61000,2
61001,0
61001,1
61001,2
61002,0
61002,1
61002,2
61003,0
61003,1
61003,2
61004,0
61004,1
61004,2
61005,0
61005,1
61005,2
61006,0
61006,1
61006,2
61007,0
61007,1
61007,2
61008,0
61008,1
61008,2
61009,0
61009,1
61010,0
61010,1
61011,0
61012,0
61015,2
61016,1
61016,2
61017,0
61017,1
61018,0
61018,1
61019,0
61020,0
61045,2
61046,1
61047,0
61050,2
61051,1
61052,1
61053,0
61054,0
61077,2
61078,2
61079,1
61080,0
61083,2
61084,2
61085,1
61086,1
61087,0
61088,0
61099,2
61100,1
61101,0
61102,0
61114,2
61115,2
61116,1
61116,2
61117,1
61117,2
61118,0
61118,1
61119,0
61119,2
61120,1
61120,2
61121,1
61121,2
61122,0
61122,1
61123,0
61123,1
61124,0
61124,2
61125,0
61125,2
61126,1
61127,1
61128,0
61152,2
61153,2
61154,1
61155,1
61156,0
61201,1
61201,2
61202,0
61202,1
61203,0
61204,2
61205,1
61206,0
61206,2
61207,0
61207,2
61208,1
61209,0
61209,2
61210,1
61211,1
61212,0
61226,2
61227,0
61267,2
61268,2
61269,1
61270,1
61271,0
61272,0
61275,2
61276,2
61277,1
61277,2
61278,1
61278,2
61279,0
61279,1
61280,0
61280,1
61281,0
61282,0
61284,1
61285,1
61285,2
61286,1
61286,2
61287,0
61287,1
61287,2
61288,0
61288,1
61288,2
61289,0
61289,1
61289,2
61290,0
61290,1
61290,2
61291,0
61291,1
61291,2
61292,0
61292,1
61292,2
61293,0
61293,1
61293,2
61294,0
61294,1
61294,2
61295,0
61295,1
61295,2
61296,0
61296,1
61296,2
61297,0
61297,1
61298,0
61298,1
61299,0
61300,0
61303,2
61304,1
61304,2
61305,0
61305,1
61305,2
61306,0
61306,1
61306,2
61307,0
61307,1
61308,0
61308,1
61309,0
61310,0
61324,1
61325,1
61326,1
61327,0
61328,0
61365,2
61366,2
61367,1
61368,0
61378,2
61379,1
61380,1
61381,0
61382,0
61385,2
61386,2
61387,1
61387,2
61388,0
61388,1
61389,0
61390,0
61402,2
61403,2
61404,1
61404,2
61405,1
61405,2
61406,0
61406,1
61407,0
61407,2
61408,1
61408,2
61409,1
61409,2
61410,0
61410,1
61411,0
61411,1
61412,0
61412,2
61413,0
61413,2
61414,1
61415,1
61416,0
61474,2
61475,0
61487,2
61488,1
61489,1
61489,2
61490,0
61490,1
61490,2
61491,0
61491,1
61492,0
61492,2
61493,1
61494,0
61494,2
61495,0
61495,2
61496,1
61497,0
61497,2
61498,1
61500,2
61501,1
61501,2
61502,0
61502,1
61503,0
61525,2
61526,1
61527,0
61528,0
61533,2
61534,2
61535,1
61536,1
61537,0
61538,0
61555,2
61556,2
61557,1
61558,1
61559,0
61560,0
61563,2
61564,2
61565,1
61565,2
61566,1
61566,2
61567,0
61567,1
61568,0
61568,1
61569,0
61570,0
61572,1
61573,1
61573,2
61574,1
61574,2
61575,0
61575,1
61575,2
61576,0
61576,1
61576,2
61577,0
61577,1
61577,2
61578,0
61578,1
61578,2
61579,0
61579,1
61579,2
61580,0
61580,1
61580,2
61581,0
61581,1
61581,2
61582,0
61582,1
61582,2
61583,0
61583,1
61583,2
61584,0
61584,1
61584,2
61585,0
61585,1
61586,0
61586,1
61587,0
61588,0
61591,2
61592,1
61592,2
61593,0
61593,1
61593,2
61594,0
61594,1
61594,2
61595,0
61595,1
61596,0
61596,1
61597,0
61598,0
61623,2
61624,1
61625,0
61666,2
61667,1
61668,1
61669,0
61670,0
61673,2
61674,2
61675,1
61676,0
61690,2
61691,2
61692,1
61692,2
61693,1
61693,2
61694,0
61694,1
61694,2
61695,0
61695,1
61695,2
61696,0
61696,1
61696,2
61697,0
61697,1
61697,2
61698,0
61698,1
61699,0
61699,1
61700,0
61700,2
61701,0
61701,2
61702,1
61702,2
61703,1
61703,2
61704,0
61704,1
61705,0
61728,2
61729,2
61730,1
61731,1
61732,0
61748,1
61749,0
61753,2
61775,2
61776,1
61777,1
61777,2
61778,0
61778,1
61778,2
61779,0
61779,1
61779,2
61780,0
61780,1
61780,2
61781,0
61781,1
61782,0
61782,2
61783,0
61783,2
61784,1
61785,0
61785,2
61786,1
61787,1
61788,0
61788,2
61789,1
61789,2
61790,0
61790,1
61791,0
61821,2
61822,2
61823,1
61824,1
61825,0
61826,0
61843,2
61844,2
61845,1
61846,1
61847,0
61848,0
61851,2
61852,2
61853,1
61853,2
61854,1
61854,2
61855,0
61855,1
61856,0
61856,1
61857,0
61858,0
61859,1
61860,0
61860,1
61861,0
61861,1
61861,2
61862,0
61862,1
61862,2
61863,0
61863,1
61863,2
61864,0
61864,1
61864,2
61865,0
61865,1
61865,2
61866,0
61866,1
61866,2
61867,0
61867,1
61867,2
61868,0
61868,1
61868,2
61869,0
61869,1
61869,2
61870,0
61870,1
61870,2
61871,0
61871,1
61871,2
61872,0
61872,1
61872,2
61873,0
61873,1
61874,0
61874,1
61875,0
61876,0
61879,2
61880,1
61880,2
61881,0
61881,1
61881,2
61882,0
61882,1
61882,2
61883,0
61883,1
61884,0
61884,1
61885,0
61886,0
61961,2
61962,2
61963,1
61964,0
61978,2
61979,2
61980,1
61980,2
61981,1
61981,2
61982,0
61982,1
61982,2
61983,0
61983,1
61983,2
61984,0
61984,1
61984,2
61985,0
61985,1
61985,2
61986,0
61986,1
61987,0
61987,1
61988,0
61988,2
61989,0
61989,2
61990,1
61991,1
61992,0
62016,2
62017,2
62018,1
62019,1
62020,0
62036,1
62037,0
62040,2
62041,1
62063,2
62064,1
62066,2
62067,1
62067,2
62068,0
62068,1
62068,2
62069,0
62069,1
62070,0
62070,2
62071,0
62071,2
62072,1
62073,0
62074,2
62075,0
62075,2
62076,1
62077,0
62077,2
62078,1
62079,0
62109,2
62110,2
62111,1
62112,1
62113,0
62114,0
62131,2
62132,2
62133,1
62134,1
62135,0
62136,0
62139,2
62140,2
62141,1
62141,2
62142,1
62142,2
62143,0
62143,1
62144,0
62144,1
62145,0
62146,0
62148,1
62149,1
62149,2
62150,1
62150,2
62151,0
62151,1
62151,2
62152,0
62152,1
62152,2
62153,0
62153,1
62153,2
62154,0
62154,1
62154,2
62155,0
62155,1
62155,2
62156,0
62156,1
62156,2
62157,0
62157,1
62157,2
62158,0
62158,1
62158,2
62159,0
62159,1
62159,2
62160,0
62160,1
62160,2
62161,0
62161,1
62162,0
62162,1
62163,0
62164,0
62167,2
62168,1
62168,2
62169,0
62169,1
62169,2
62170,0
62170,1
62170,2
62171,0
62171,1
62172,0
62172,1
62173,0
62174,0
62242,2
62243,1
62244,1
62245,0
62246,0
62249,2
62250,2
62251,1
62252,0
62263,1
62264,1
62265,1
62266,0
62266,2
62267,0
62267,2
62268,1
62268,2
62269,1
62269,2
62270,0
62270,1
62270,2
62271,0
62271,1
62271,2
62272,0
62272,1
62272,2
62273,0
62273,1
62273,2
62274,0
62274,1
62275,0
62275,1
62276,0
62276,2
62277,0
62277,2
62278,1
62278,2
62279,1
62279,2
62280,0
62280,1
62281,0
62343,2
62344,1
62345,0
62346,2
62347,1
62348,0
62348,2
62349,0
62351,2
62352,1
62353,1
62354,0
62354,2
62355,1
62355,2
62356,0
62356,1
62356,2
62357,0
62357,1
62358,0
62358,2
62359,0
62359,2
62360,1
62361,0
62363,2
62364,1
62365,0
62365,2
62366,1
62367,0
62397,2
62398,2
62399,1
62400,1
62401,0
62402,0
62427,2
62428,2
62429,1
62429,2
62430,1
62430,2
62431,0
62431,1
62431,2
62432,0
62432,1
62432,2
62433,0
62433,1
62434,0
62434,1
62435,0
62436,1
62437,1
62437,2
62438,1
62438,2
62439,0
62439,1
62439,2
62440,0
62440,1
62440,2
62441,0
62441,1
62441,2
62442,0
62442,1
62442,2
62443,0
62443,1
62443,2
62444,0
62444,1
62444,2
62445,0
62445,1
62445,2
62446,0
62446,1
62446,2
62447,0
62447,1
62447,2
62448,0
62448,1
62448,2
62449,0
62449,1
62450,0
62450,1
62451,0
62452,0
62455,2
62456,1
62456,2
62457,0
62457,1
62457,2
62458,0
62458,1
62458,2
62459,0
62459,1
62460,0
62460,1
62461,0
62462,0
62497,2
62498,2
62499,1
62500,0
62537,2
62538,2
62539,1
62540,0
62540,2
62541,1
62542,1
62543,0
62544,0
62556,2
62557,2
62558,1
62558,2
62559,0
62559,1
62559,2
62560,0
62560,1
62560,2
62561,0
62561,1
62561,2
62562,0
62562,1
62563,0
62563,1
62564,0
62565,0
62566,2
62567,2
62568,1
62569,0
62630,2
62631,0
62633,2
62634,1
62634,2
62635,0
62635,1
62636,0
62638,2
62639,1
62639,2
62640,0
62640,1
62642,2
62643,1
62643,2
62644,0
62644,1
62644,2
62645,0
62645,1
62646,0
62646,2
62647,0
62647,2
62648,1
62649,0
62650,2
62651,0
62653,2
62654,1
62655,0
62685,2
62686,2
62687,1
62688,1
62689,0
62690,0
62715,2
62716,2
62717,1
62717,2
62718,1
62718,2
62719,0
62719,1
62720,0
62720,1
62721,0
62722,0
62724,1
62725,1
62725,2
62726,1
62726,2
62727,0
62727,1
62727,2
62728,0
62728,1
62728,2
62729,0
62729,1
62729,2
62730,0
62730,1
62730,2
62731,0
62731,1
62731,2
62732,0
62732,1
62732,2
62733,0
62733,1
62733,2
62734,0
62734,1
62734,2
62735,0
62735,1
62735,2
62736,0
62736,1
62736,2
62737,0
62737,1
62738,0
62738,1
62739,0
62740,0
62743,2
62744,1
62744,2
62745,0
62745,1
62746,0
62746,1
62747,0
62748,0
62775,2
62776,1
62777,0
62785,2
62786,2
62787,1
62788,0
62818,2
62819,1
62820,1
62821,0
62822,0
62825,2
62826,2
62827,1
62827,2
62828,0
62828,1
62829,0
62830,0
62839,1
62840,1
62841,1
62842,0
62843,0
62844,2
62845,2
62846,1
62846,2
62847,0
62847,1
62847,2
62848,0
62848,1
62848,2
62849,0
62849,1
62849,2
62850,0
62850,1
62851,0
62851,1
62852,0
62852,2
62853,0
62853,2
62854,1
62854,2
62855,1
62855,2
62856,0
62856,1
62857,0
62918,2
62919,0
62926,2
62927,1
62927,2
62928,0
62928,1
62928,2
62929,0
62929,1
62930,0
62930,2
62931,1
62931,2
62932,0
62932,1
62932,2
62933,0
62933,1
62934,0
62934,2
62935,0
62935,2
62936,1
62937,0
62939,1
62939,2
62940,0
62940,1
62940,2
62941,0
62941,1
62942,0
63001,2
63002,1
63003,0
63003,2
63004,0
63004,2
63005,1
63005,2
63006,1
63006,2
63007,0
63007,1
63008,0
63008,1
63009,0
63010,0
63011,1
63012,0
63012,1
63013,0
63013,1
63013,2
63014,0
63014,1
63014,2
63015,0
63015,1
63015,2
63016,0
63016,1
63016,2
63017,0
63017,1
63017,2
63018,0
63018,1
63018,2
63019,0
63019,1
63019,2
63020,0
63020,1
63020,2
63021,0
63021,1
63021,2
63022,0
63022,1
63022,2
63023,0
63023,1
63023,2
63024,0
63024,1
63024,2
63025,0
63025,1
63026,0
63026,1
63027,0
63028,0
63031,2
63032,1
63032,2
63033,0
63033,1
63034,0
63034,1
63035,0
63036,0
63041,2
63042,1
63043,0
63044,0
63063,2
63064,1
63065,0
63073,2
63074,2
63075,1
63076,0
63106,2
63107,1
63108,1
63109,0
63110,0
63113,2
63114,2
63115,1
63115,2
63116,0
63116,1
63117,0
63118,0
63127,1
63128,1
63129,1
63130,0
63131,0
63132,2
63133,2
63134,1
63134,2
63135,0
63135,1
63135,2
63136,0
63136,1
63136,2
63137,0
63137,1
63137,2
63138,0
63138,1
63139,0
63139,1
63140,0
63140,2
63141,0
63141,2
63142,1
63142,2
63143,1
63143,2
63144,0
63144,1
63145,0
63206,2
63207,0
63212,2
63213,0
63214,2
63215,1
63215,2
63216,0
63216,1
63217,1
63218,0
63218,2
63219,1
63219,2
63220,0
63220,1
63220,2
63221,0
63221,1
63222,0
63222,2
63223,0
63223,2
63224,1
63224,2
63225,0
63225,1
63226,0
63227,1
63227,2
63228,0
63228,1
63229,0
63291,2
63292,2
63293,1
63293,2
63294,1
63294,2
63295,0
63295,1
63296,0
63296,1
63297,0
63298,0
63299,1
63300,0
63300,1
63301,0
63301,1
63301,2
63302,0
63302,1
63302,2
63303,0
63303,1
63303,2
63304,0
63304,1
63304,2
63305,0
63305,1
63305,2
63306,0
63306,1
63306,2
63307,0
63307,1
63307,2
63308,0
63308,1
63308,2
63309,0
63309,1
63309,2
63310,0
63310,1
63310,2
63311,0
63311,1
63311,2
63312,0
63312,1
63312,2
63313,0
63313,1
63314,0
63314,1
63315,0
